61800 62100
5559
 1452 53 106 61340 0 0 1 0 1 4294967295 172 328000000 906 328000000 587 328000000 4294967295 61340 0 28804 62090 0 0 0 88.3706 2984 5 1 1 0 32.5918
 4256 79 1 61340 0 0 1 0 1 4294967295 232 153000002 647 153000000 654 153000000 4294967295 61340 0 0 62074 0 0 0 6.19816 2223 5 1 1 0 27.6443
 4236 79 1 61342 0 0 1 0 1 4294967295 232 153000000 647 153000000 654 153000000 4294967295 61342 0 0 62075 0 0 0 28.3298 2223 5 1 1 0 23.1432
 3956 119 187 61342 0 0 1 0 1 4294967295 37 865000000 552 865000000 553 865000000 4294967295 61342 0 0 62020 0 0 0 35.3409 1894 5 1 1 0 14.2518
 5401 103 223 61344 0 0 1 0 1 4294967295 381 193000000 1031 193000000 1032 193000000 4294967295 61344 0 0 62090 0 0 0 55.126 3355 5 1 1 0 25.984
 4532 107 84 61347 0 0 1 0 1 4294967295 177 762000000 247 762000000 642 762000000 4294967295 61347 0 0 62084 0 0 0 49.9305 913 5 1 1 0 21.8152
 1746 195 71 61347 0 0 1 0 1 4294967295 235 186000002 651 186000000 4294967295 4480967295 4294967295 61347 0 28803 62098 0 0 0 115.612 2230 5 1 1 0 19.8894
 4235 79 1 61350 0 0 1 0 1 4294967295 232 153000000 647 153000000 654 153000000 4294967295 61350 0 28804 62086 0 0 0 139.853 2222 5 1 1 0 22.5537
 5537 72 80 61352 0 0 1 0 1 4294967295 183 228000000 14 228000000 16 228000000 4294967295 61352 0 0 62069 0 0 0 14.8201 48 5 1 1 0 17.4485
 4240 79 1 61353 0 0 1 0 1 4294967295 232 153000001 647 153000000 654 153000000 4294967295 61353 0 0 62088 0 0 0 21.7686 2221 5 1 1 0 21.9581
 2036 16 1 61355 0 0 1 0 1 4294967295 552 153000000 191 153000000 891 153000000 4294967295 61355 0 28802 62064 0 0 0 139.876 698 5 1 1 0 32.2823
 4225 79 1 61355 0 0 1 0 1 4294967295 232 153000002 647 153000000 654 153000000 4294967295 61355 0 28802 62091 0 0 0 99.8752 2221 5 1 1 0 24.4784
 4264 79 1 61356 0 0 1 0 1 4294967295 232 153000000 647 153000000 654 153000000 4294967295 61356 0 28804 62093 0 0 0 140 2221 5 1 1 0 38.0017
 4261 79 1 61358 0 0 1 0 1 4294967295 232 153000000 647 153000000 654 153000000 4294967295 61358 0 28801 62096 0 0 0 56.3598 2220 5 1 1 0 37.6404
 3951 170 142 61359 0 0 1 0 1 4294967295 111 190000000 308 190000000 310 190000000 4294967295 61359 0 0 62074 0 0 0 51.7143 1100 5 1 1 0 25.7505
 959 0 207 61360 0 0 1 0 1 4294967295 180 421000000 408 421000000 409 421000000 4294967295 61360 0 28802 62070 0 0 0 71.9994 1403 5 1 1 0 33.4832
 1445 53 106 61360 0 0 1 0 1 4294967295 172 328000000 179 328000000 906 328000000 4294967295 61360 0 0 62064 0 0 0 62.3622 650 5 1 1 0 19.9057
 4273 79 1 61360 0 0 1 0 1 4294967295 232 153000000 191 153000000 891 153000000 4294967295 61360 0 0 62052 0 0 0 67.4845 699 5 1 1 0 21.3181
 2916 85 167 61361 0 0 1 0 1 4294967295 941 668000000 568 668000000 569 668000000 4294967295 61361 0 28804 62054 0 0 0 142.14 1963 5 1 1 0 23.1428
 2539 101 3 61362 0 0 1 0 1 4294967295 74 97000000 760 97000000 4294967295 4391967295 4294967295 61362 0 0 62093 0 0 0 48.9492 2583 5 1 1 0 15.06
 5496 64 185 61363 0 0 1 0 1 4294967295 462 493000000 339 493000000 341 493000000 4294967295 61363 0 0 62066 0 0 0 23.9539 1213 5 1 1 0 13.3469
 4533 107 84 61363 0 0 1 0 1 4294967295 177 762000000 246 762000000 247 762000000 4294967295 61363 0 0 62068 0 0 0 11.809 910 5 1 1 0 21.6161
 5549 152 191 61363 0 0 1 0 1 4294967295 264 867000000 605 867000000 860 867000000 4294967295 61363 0 28802 62073 0 0 0 105.445 2093 5 1 1 0 27.1735
 1743 10 176 61364 0 0 1 0 1 4294967295 401 366000000 1060 366000000 1042 366000000 4294967295 61364 0 28804 62096 0 0 0 2.4136 3460 5 1 1 0 21.359
 4244 79 1 61364 0 0 1 0 1 4294967295 232 153000002 191 153000000 891 153000000 4294967295 61364 0 28802 62055 0 0 0 137.178 699 5 1 1 0 25.0512
 4252 79 1 61364 0 0 1 0 1 4294967295 232 153000000 646 153000000 647 153000000 4294967295 61364 0 0 62053 0 0 0 0.197279 2218 5 1 1 0 27.6924
 2188 94 121 61365 0 0 1 0 1 4294967295 487 650000002 400 650000000 402 650000000 4294967295 61365 0 0 62069 0 0 0 16.7917 1374 5 1 1 0 25.6735
 5548 152 191 61366 0 0 1 0 1 4294967295 264 867000000 605 867000000 860 867000000 4294967295 61366 0 0 62076 0 0 0 20.2219 2092 5 1 1 0 27.8524
 1758 195 71 61368 0 0 1 0 1 4294967295 235 186000002 255 186000000 651 186000000 4294967295 61368 0 0 62087 0 0 0 81.5601 934 5 1 1 0 22.682
 4227 79 1 61370 0 0 1 0 1 4294967295 232 153000002 191 153000000 891 153000000 4294967295 61370 0 0 62070 0 0 0 72.8607 697 5 1 1 0 20.1427
 5402 103 223 61370 0 0 1 0 1 4294967295 381 193000000 1033 193000000 1031 193000000 4294967295 61370 0 0 62079 0 0 0 373.603 3360 5 1 1 0 26.0697
 1986 242 31 61370 0 0 1 0 1 4294967295 940 172000000 63 172000000 64 172000000 4294967295 61370 0 28802 62081 0 0 0 83.9458 216 5 1 1 0 20.2324
 4266 79 1 61374 0 0 1 0 1 4294967295 232 153000002 646 153000000 647 153000000 4294967295 61374 0 0 62071 0 0 0 66.2566 2216 5 1 1 0 26.3357
 5552 152 191 61374 0 0 1 0 1 4294967295 264 867000000 605 867000000 860 867000000 4294967295 61374 0 0 62085 0 0 0 16.1883 2091 5 1 1 0 25.6107
 4249 79 1 61375 0 0 1 0 1 4294967295 232 153000000 191 153000000 891 153000000 4294967295 61375 0 0 62077 0 0 0 37.5296 696 5 1 1 0 23.1466
 1989 242 31 61375 0 0 1 0 1 4294967295 940 172000000 63 172000000 64 172000000 4294967295 61375 0 0 62086 0 0 0 46.0803 215 5 1 1 0 16.0264
 2042 16 1 61378 0 0 1 0 1 4294967295 552 153000000 191 153000000 891 153000000 4294967295 61378 0 0 62087 0 0 0 79.1568 695 5 1 1 0 24.8274
 2041 16 1 61379 0 0 1 0 1 4294967295 552 153000000 191 153000000 891 153000000 4294967295 61379 0 0 62088 0 0 0 101.536 695 5 1 1 0 17.0753
 4257 79 1 61379 0 0 1 0 1 4294967295 232 153000000 646 153000000 647 153000000 4294967295 61379 0 28802 62079 0 0 0 78.5554 2215 5 1 1 0 31.1446
 4534 107 84 61379 0 0 1 0 1 4294967295 177 762000000 246 762000000 247 762000000 4294967295 61379 0 28802 62083 0 0 0 57.6204 908 5 1 1 0 24.4875
 2032 16 1 61380 0 0 1 0 1 4294967295 552 153000000 191 153000000 891 153000000 4294967295 61380 0 28801 62089 0 0 0 124.02 695 5 1 1 0 23.0275
 4239 79 1 61380 0 0 1 0 1 4294967295 232 153000000 646 153000000 647 153000000 4294967295 61380 0 0 62083 0 0 0 51.1466 2214 5 1 1 0 23.0227
 4291 79 1 61380 0 0 1 0 1 4294967295 232 153000000 191 153000000 891 153000000 4294967295 61380 0 28803 62091 0 0 0 159.729 695 5 1 1 0 44.4936
 4888 99 162 61380 0 0 1 0 1 4294967295 942 673000001 568 673000000 193 673000000 4294967295 61380 0 0 62030 0 0 0 8.85444 1966 5 1 1 0 15.3658
 2537 101 3 61380 0 0 1 0 1 4294967295 74 97000000 684 97000000 760 97000000 4294967295 61380 0 28802 62042 0 0 0 124.644 2324 5 1 1 0 16.4988
 4263 79 1 61381 0 0 1 0 1 4294967295 232 153000000 191 153000000 891 153000000 4294967295 61381 0 0 62093 0 0 0 14.763 694 5 1 1 0 21.84
 1444 53 106 61382 0 0 1 0 1 4294967295 172 328000000 179 328000000 906 328000000 4294967295 61382 0 0 62086 0 0 0 38.1024 647 5 1 1 0 18.053
 4218 72 207 61382 0 0 1 0 1 4294967295 183 421000000 875 421000000 265 421000000 4294967295 61382 0 0 62066 0 0 0 11.2379 2900 5 1 1 0 41.2545
 3957 115 65 61382 0 0 1 0 1 4294967295 117 290000001 788 290000000 789 290000000 4294967295 61382 0 0 62078 0 0 0 289.194 2677 5 1 1 0 27.9152
 2660 68 141 61385 0 0 1 0 1 4294967295 438 765000000 113 765000000 1003 765000000 4294967295 61385 0 28804 62086 0 0 0 111.83 397 5 1 1 0 20.67
 760 60 85 61391 0 0 1 0 1 4294967295 123 755000000 583 755000000 584 755000000 4294967295 61391 0 28804 62085 0 0 0 142.3 2019 5 1 1 0 20.0711
 4238 79 1 61391 0 0 1 0 1 4294967295 232 153000000 646 153000000 647 153000000 4294967295 61391 0 0 62094 0 0 0 11.6164 2212 5 1 1 0 21.881
 4853 165 223 61392 0 0 1 0 1 4294967295 292 193000000 740 193000000 741 193000000 4294967295 61392 0 28804 62089 0 0 0 106.29 2531 5 1 1 0 28.2753
 4871 165 223 61392 0 0 1 0 1 4294967295 292 193000002 740 193000000 741 193000000 4294967295 61392 0 28803 62089 0 0 0 92.3203 2531 5 1 1 0 18.608
 776 60 85 61393 0 0 1 0 1 4294967295 123 755000000 198 755000000 199 755000000 4294967295 61393 0 0 62080 0 0 0 81.3504 719 5 1 1 0 27.9873
 4231 79 1 61393 0 0 1 0 1 4294967295 232 153000000 646 153000000 647 153000000 4294967295 61393 0 0 62095 0 0 0 48.1631 2212 5 1 1 0 22.4276
 4288 79 1 61393 0 0 1 0 1 4294967295 232 153000000 190 153000000 191 153000000 4294967295 61393 0 28802 62066 0 0 0 104.532 693 5 1 1 0 35.8932
 2661 68 141 61394 0 0 1 0 1 4294967295 438 765000000 113 765000000 1003 765000000 4294967295 61394 0 0 62095 0 0 0 51.2456 395 5 1 1 0 22.1717
 4170 2 151 61395 0 0 1 0 1 4294967295 454 295000000 538 295000000 921 295000000 4294967295 61395 0 28803 62098 0 0 0 133.414 1820 5 1 1 0 25.2347
 4275 79 1 61397 0 0 1 0 1 4294967295 232 153000002 252 153000000 646 153000000 4294967295 61397 0 0 62086 0 0 0 31.9937 927 5 1 1 0 21.7278
 2037 16 1 61398 0 0 1 0 1 4294967295 552 153000000 190 153000000 191 153000000 4294967295 61398 0 28804 62069 0 0 0 159.557 693 5 1 1 0 33.5562
 1979 242 31 61398 0 0 1 0 1 4294967295 940 172000002 213 172000000 63 172000000 4294967295 61398 0 0 62060 0 0 0 12.6704 805 5 1 1 0 23.8092
 965 0 207 61399 0 0 1 0 1 4294967295 180 421000000 406 421000000 408 421000000 4294967295 61399 0 28802 62075 0 0 0 56.7055 1396 5 1 1 0 21.2306
 4274 79 1 61399 0 0 1 0 1 4294967295 232 153000000 252 153000000 646 153000000 4294967295 61399 0 28802 62089 0 0 0 91.4872 927 5 1 1 0 19.5278
 4889 99 162 61399 0 0 1 0 1 4294967295 942 673000001 568 673000000 193 673000000 4294967295 61399 0 0 62049 0 0 0 22.3659 1963 5 1 1 0 26.3946
 5176 70 127 61401 0 0 1 0 1 4294967295 962 859000001 63 859000000 64 859000000 4294967295 61401 0 28803 62076 0 0 0 156.997 217 5 1 1 0 33.9138
 4840 165 223 61401 0 0 1 0 1 4294967295 292 193000000 740 193000000 741 193000000 4294967295 61401 0 28802 62097 0 0 0 67.2055 2528 5 1 1 0 33.6519
 2024 16 1 61402 0 0 1 0 1 4294967295 552 153000000 190 153000000 191 153000000 4294967295 61402 0 28802 62072 0 0 0 71.5308 692 5 1 1 0 12.895
 4785 72 1 61403 0 0 1 0 1 4294967295 183 153000000 23 153000000 25 153000000 4294967295 61403 0 0 62073 0 0 0 20.8086 86 5 1 1 0 21.4063
 3305 28 225 61404 0 0 1 0 1 4294967295 223 478000000 816 478000000 843 478000000 4294967295 61404 0 0 61977 0 0 0 61.4159 2749 5 1 1 0 23.2822
 2623 68 190 61405 0 0 1 0 1 4294967295 438 370000000 112 370000000 113 370000000 4294967295 61405 0 28804 62068 0 0 0 133.777 394 5 1 1 0 39.3099
 2033 16 1 61406 0 0 1 0 1 4294967295 552 153000000 190 153000000 191 153000000 4294967295 61406 0 0 62076 0 0 0 28.4024 691 5 1 1 0 32.9647
 4233 79 1 61407 0 0 1 0 1 4294967295 232 153000000 190 153000000 191 153000000 4294967295 61407 0 28802 62088 0 0 0 166.176 690 5 1 1 0 24.4247
 2056 16 1 61409 0 0 1 0 1 4294967295 552 153000000 190 153000000 191 153000000 4294967295 61409 0 28804 62080 0 0 0 103.543 691 5 1 1 0 22.563
 5640 8 96 61410 0 0 1 0 1 4294967295 418 784000000 583 784000000 864 784000000 4294967295 61410 0 0 62079 0 0 0 1.56994 2019 5 1 1 0 25.2652
 4787 72 1 61410 0 0 1 0 1 4294967295 183 153000000 23 153000000 25 153000000 4294967295 61410 0 28803 62080 0 0 0 34.4457 85 5 1 1 0 17.4128
 4234 79 1 61410 0 0 1 0 1 4294967295 232 153000002 15 153000000 252 153000000 4294967295 61410 0 28802 62070 0 0 0 107.271 54 5 1 1 0 16.3134
 5644 8 96 61411 0 0 1 0 1 4294967295 418 784000000 583 784000000 864 784000000 4294967295 61411 0 0 62080 0 0 0 28.0359 2019 5 1 1 0 20.2201
 3296 165 43 61413 0 0 1 0 1 4294967295 292 424000000 755 424000000 756 424000000 4294967295 61413 0 28802 62097 0 0 0 82.0191 2573 5 1 1 0 26.1134
 2031 16 1 61414 0 0 1 0 1 4294967295 552 153000000 190 153000000 191 153000000 4294967295 61414 0 0 62085 0 0 0 98.3391 690 5 1 1 0 37.7636
 1016 36 207 61414 0 0 1 0 1 4294967295 605 421000000 493 421000000 495 421000000 4294967295 61414 0 0 62074 0 0 0 65.8958 1659 5 1 1 0 22.1384
 5639 8 96 61416 0 0 1 0 1 4294967295 418 784000000 583 784000000 864 784000000 4294967295 61416 0 28803 62084 0 0 0 130.188 2019 5 1 1 0 22.0941
 4242 79 1 61416 0 0 1 0 1 4294967295 232 153000002 190 153000000 191 153000000 4294967295 61416 0 28802 62097 0 0 0 146.364 689 5 1 1 0 23.1559
 2620 68 190 61417 0 0 1 0 1 4294967295 438 370000000 112 370000000 113 370000000 4294967295 61417 0 28801 62081 0 0 0 88.4891 392 5 1 1 0 21.4598
 4286 79 1 61417 0 0 1 0 1 4294967295 232 153000000 188 153000000 190 153000000 4294967295 61417 0 0 62085 0 0 0 1.55078 687 5 1 1 0 32.0231
 4887 99 162 61417 0 0 1 0 1 4294967295 942 673000001 568 673000000 193 673000000 4294967295 61417 0 28804 62067 0 0 0 140.982 1961 5 1 1 0 17.8801
 1992 242 31 61418 0 0 1 0 1 4294967295 940 172000000 213 172000000 63 172000000 4294967295 61418 0 28803 62080 0 0 0 156.142 803 5 1 1 0 27.688
 5765 79 85 61421 0 0 1 0 1 4294967295 232 755000000 589 755000000 4294967295 5049967295 4294967295 61421 0 28801 62089 0 0 0 65.0187 2045 5 1 1 0 31.3391
 3740 103 161 61421 0 0 1 0 1 4294967295 381 536000000 552 536000000 908 536000000 4294967295 61421 0 0 62036 0 0 0 36.4445 1892 5 1 1 0 28.7633
 2130 115 21 61421 0 0 1 0 1 4294967295 117 323000000 689 323000000 690 323000000 4294967295 61421 0 28802 62097 0 0 0 131.748 2352 5 1 1 0 20.993
 761 60 85 61422 0 0 1 0 1 4294967295 123 755000002 953 755000000 583 755000000 4294967295 61422 0 28804 62091 0 0 0 166.851 3107 5 1 1 0 37.1797
 4284 79 1 61423 0 0 1 0 1 4294967295 232 153000000 15 153000000 252 153000000 4294967295 61423 0 28801 62089 0 0 0 57.2177 50 5 1 1 0 30.7053
 752 95 153 61423 0 0 1 0 1 4294967295 194 272000000 597 272000000 598 272000000 4294967295 61423 0 28803 62092 0 0 0 50.7629 2066 5 1 1 0 21.2201
 4247 79 1 61424 0 0 1 0 1 4294967295 232 153000000 188 153000000 190 153000000 4294967295 61424 0 28804 62099 0 0 0 154.495 686 5 1 1 0 31.4607
 4165 2 151 61426 0 0 1 0 1 4294967295 454 295000001 999 295000000 538 295000000 4294967295 61426 0 28803 62098 0 0 0 4.50986 3271 5 1 1 0 36.6152
 5181 70 127 61426 0 0 1 0 1 4294967295 962 859000000 213 859000000 63 859000000 4294967295 61426 0 0 62052 0 0 0 28.3045 806 5 1 1 0 18.457
 5287 93 225 61427 0 0 1 0 1 4294967295 120 478000001 816 478000000 843 478000000 4294967295 61427 0 28802 62010 0 0 0 121.158 2745 5 1 1 0 17.9811
 3961 115 65 61427 0 0 1 0 1 4294967295 117 290000001 339 290000000 341 290000000 4294967295 61427 0 0 62065 0 0 0 8.09898 1213 5 1 1 0 17.5754
 5643 8 96 61428 0 0 1 0 1 4294967295 418 784000000 583 784000000 864 784000000 4294967295 61428 0 28803 62097 0 0 0 124.791 2017 5 1 1 0 26.7415
 4258 79 1 61428 0 0 1 0 1 4294967295 232 153000000 15 153000000 252 153000000 4294967295 61428 0 0 62095 0 0 0 70.0569 49 5 1 1 0 15.7374
 3962 115 65 61428 0 0 1 0 1 4294967295 117 290000001 339 290000000 341 290000000 4294967295 61428 0 28801 62068 0 0 0 65.0692 1213 5 1 1 0 28.2331
 1514 197 65 61428 0 0 1 0 1 4294967295 446 290000000 478 290000000 996 290000000 4294967295 61428 0 0 62049 0 0 0 5.22595 1614 5 1 1 0 19.5395
 2137 115 21 61429 0 0 1 0 1 4294967295 117 323000000 688 323000001 689 323000001 4294967295 61429 0 28803 62055 0 0 0 148.402 2351 5 1 1 0 15.6058
 2043 16 1 61430 0 0 1 0 1 4294967295 552 153000000 427 153000000 901 153000000 4294967295 61430 0 28802 62028 0 0 0 27.4643 1456 5 1 1 0 26.7963
 2049 16 1 61431 0 0 1 0 1 4294967295 552 153000000 188 153000000 190 153000000 4294967295 61431 0 0 62088 0 0 0 60.8471 687 5 1 1 0 28.4663
 3746 103 161 61431 0 0 1 0 1 4294967295 381 536000000 552 536000000 908 536000000 4294967295 61431 0 28801 62046 0 0 0 94.137 1891 5 1 1 0 22.8313
 4856 165 223 61431 0 0 1 0 1 4294967295 292 193000000 1031 193000000 1032 193000000 4294967295 61431 0 0 62080 0 0 0 177.993 3356 5 1 1 0 21.0884
 1987 242 31 61431 0 0 1 0 1 4294967295 940 172000000 213 172000000 63 172000000 4294967295 61431 0 0 62093 0 0 0 9.58176 800 5 1 1 0 25.8204
 2128 115 21 61432 0 0 1 0 1 4294967295 117 323000002 688 323000000 689 323000000 4294967295 61432 0 0 62056 0 0 0 2.8006 2350 5 1 1 0 17.9983
 2038 16 1 61433 0 0 1 0 1 4294967295 552 153000001 188 153000000 190 153000000 4294967295 61433 0 28802 62090 0 0 0 100.903 687 5 1 1 0 26.0799
 4289 79 1 61433 0 0 1 0 1 4294967295 232 153000000 14 153000000 15 153000000 4294967295 61433 0 28801 62070 0 0 0 29.6 48 5 1 1 0 23.81
 1990 242 31 61433 0 0 1 0 1 4294967295 940 172000001 213 172000000 63 172000000 4294967295 61433 0 0 62095 0 0 0 54.2859 800 5 1 1 0 20.8842
 4880 165 223 61434 0 0 1 0 1 4294967295 292 193000000 1031 193000000 1032 193000000 4294967295 61434 0 0 62079 0 0 0 150.053 3356 5 1 1 0 21.8619
 4230 79 1 61436 0 0 1 0 1 4294967295 232 153000002 14 153000000 15 153000000 4294967295 61436 0 28804 62073 0 0 0 100.152 48 5 1 1 0 23.1214
 3733 103 161 61436 0 0 1 0 1 4294967295 381 536000000 552 536000000 908 536000000 4294967295 61436 0 0 62052 0 0 0 38.6573 1890 5 1 1 0 29.4098
 961 0 207 61437 0 0 1 0 1 4294967295 180 421000000 405 421000000 406 421000000 4294967295 61437 0 0 62085 0 0 0 0.0169054 1390 5 1 1 0 28.4278
 4882 165 223 61437 0 0 1 0 1 4294967295 292 193000000 1031 193000000 1032 193000000 4294967295 61437 0 0 62082 0 0 0 204.279 3356 5 1 1 0 13.4117
 4250 79 1 61438 0 0 1 0 1 4294967295 232 153000002 14 153000000 15 153000000 4294967295 61438 0 28801 62075 0 0 0 31.5107 47 5 1 1 0 14.1082
 3395 60 9 61439 0 0 1 0 1 4294967295 123 385000001 429 385000000 953 385000000 4294967295 61439 0 0 62061 0 0 0 35.3384 1462 5 1 1 0 17.6394
 4271 79 1 61440 0 0 1 0 1 4294967295 232 153000000 14 153000000 15 153000000 4294967295 61440 0 28802 62077 0 0 0 69.3498 47 5 1 1 0 21.9696
 4283 79 1 61440 0 0 1 0 1 4294967295 232 153000000 14 153000000 15 153000000 4294967295 61440 0 28804 62078 0 0 0 105.916 47 5 1 1 0 19.3602
 250 79 80 61440 0 0 1 0 1 4294967295 232 228000000 14 228000000 16 228000000 4294967295 61440 0 0 62080 0 0 0 23.918 46 5 1 1 0 24.2038
